Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Binary,AttritionRisk_Score,AttritionRisk_Tier
43,No,Travel_Rarely,936,Sales,21,3,Life Sciences,4,Female,68,3,3,Sales Executive,3,Married,8745,9873,0,No,16,3,4,0,10,2,1,2,2,2,2,0,0.0827,Low
38,No,Travel_Rarely,649,Human Resources,23,5,Technical Degree,2,Male,32,4,1,Human Resources,1,Married,3369,13142,2,No,20,4,4,2,21,5,3,10,3,9,9,0,0.2493,Low
39,No,Travel_Frequently,920,Sales,1,3,Medical,4,Female,80,3,5,Manager,2,Single,19999,3775,2,No,14,3,2,1,21,2,3,6,6,6,6,0,0.0482,Low
43,No,Non-Travel,973,Research & Development,21,3,Medical,4,Male,39,2,2,Healthcare Representative,2,Divorced,3696,14234,3,No,17,3,1,1,9,3,4,0,0,0,0,0,0.191,Low
25,Yes,Travel_Rarely,884,Research & Development,11,2,Marketing,3,Female,92,2,3,Healthcare Representative,3,Single,7654,4518,8,Yes,17,3,3,0,6,3,2,5,0,2,5,1,0.4228,Medium
30,No,Travel_Rarely,135,Sales,16,2,Medical,1,Male,69,3,3,Sales Executive,4,Married,6488,11881,0,No,11,3,1,0,16,2,4,14,14,0,9,0,0.1138,Low
52,No,Travel_Frequently,1069,Research & Development,4,4,Medical,1,Female,49,3,2,Research Scientist,2,Single,4160,20070,2,Yes,19,3,3,1,29,2,2,11,11,7,11,0,0.3217,Medium
48,No,Non-Travel,285,Research & Development,6,4,Medical,3,Male,31,1,1,Laboratory Technician,3,Single,2508,26354,0,No,22,3,3,1,16,4,3,4,4,4,4,0,0.2169,Low
36,No,Travel_Rarely,475,Human Resources,17,3,Life Sciences,3,Male,54,2,2,Human Resources,1,Married,3925,6307,2,No,18,3,1,0,12,3,3,9,9,8,2,0,0.0875,Low
36,No,Travel_Rarely,246,Research & Development,17,5,Marketing,3,Female,94,3,3,Manager,4,Married,9446,23971,1,No,25,3,3,0,12,3,3,8,8,5,5,0,0.0224,Low
41,No,Travel_Rarely,126,Research & Development,10,4,Medical,2,Female,40,3,1,Laboratory Technician,1,Single,2804,20695,2,No,15,4,4,1,19,2,2,7,5,4,7,0,0.2037,Low
36,No,Travel_Rarely,1028,Research & Development,18,3,Life Sciences,2,Male,65,3,1,Research Scientist,4,Married,2552,17930,0,No,21,4,4,0,18,3,2,17,5,1,6,0,0.1977,Low
30,Yes,Travel_Frequently,277,Research & Development,9,3,Medical,4,Female,97,4,1,Laboratory Technician,3,Married,3327,22375,3,No,20,3,3,1,10,0,1,1,1,1,1,1,0.7248,High
27,Yes,Travel_Frequently,203,Research & Development,24,1,Medical,3,Female,55,4,2,Research Scientist,3,Divorced,4620,19342,0,Yes,14,3,2,1,27,0,3,8,6,8,4,1,0.3222,Medium
46,No,Travel_Rarely,847,Research & Development,22,4,Life Sciences,2,Female,57,3,2,Research Scientist,4,Married,4481,6199,3,No,23,3,3,2,14,2,4,2,2,2,2,0,0.1416,Low
27,No,Travel_Frequently,1106,Research & Development,6,4,Marketing,3,Male,84,4,3,Manufacturing Director,3,Married,7067,16842,3,No,12,3,3,1,7,0,2,1,1,1,1,0,0.0649,Low
33,Yes,Travel_Frequently,313,Research & Development,26,4,Medical,4,Male,41,4,2,Research Scientist,4,Married,4625,13270,3,Yes,11,3,4,1,13,3,3,3,3,3,3,1,0.7119,High
52,No,Travel_Rarely,501,Sales,14,2,Marketing,3,Male,93,4,1,Sales Representative,3,Married,2953,22273,5,No,11,3,3,0,13,6,1,1,1,1,1,0,0.4183,Medium
39,Yes,Travel_Rarely,432,Sales,8,4,Marketing,4,Female,38,3,3,Sales Executive,1,Single,7036,18807,4,Yes,15,3,3,0,12,4,2,4,4,4,4,1,0.8035,High
41,No,Travel_Frequently,1463,Sales,13,3,Life Sciences,3,Female,50,3,3,Sales Executive,2,Married,7549,2376,0,No,12,3,4,0,13,3,3,4,4,4,4,0,0.1399,Low
30,No,Travel_Rarely,197,Research & Development,5,5,Medical,3,Female,86,3,1,Manufacturing Director,3,Married,3499,2244,4,No,25,4,3,1,30,0,3,11,11,1,11,0,0.1837,Low
47,No,Travel_Rarely,162,Research & Development,20,4,Life Sciences,2,Male,94,3,3,Research Director,3,Divorced,9681,4125,0,No,19,3,3,0,21,5,4,4,4,4,4,0,0.0553,Low
41,No,Travel_Rarely,774,Sales,10,3,Marketing,3,Female,89,4,4,Manager,4,Single,14097,11510,2,No,12,3,2,0,20,4,3,11,11,10,11,0,0.0544,Low
29,No,Travel_Frequently,539,Sales,6,3,Life Sciences,3,Female,57,4,5,Manager,1,Divorced,19999,2198,1,No,18,3,2,3,16,3,3,1,1,1,1,0,0.1317,Low
46,Yes,Travel_Frequently,194,Research & Development,3,3,Medical,4,Male,68,3,3,Manufacturing Director,2,Divorced,6100,9968,3,No,24,3,1,0,10,4,4,0,0,0,0,1,0.5713,Medium
44,No,Travel_Rarely,592,Sales,5,3,Medical,3,Male,76,4,3,Sales Executive,2,Married,6696,16573,3,No,13,4,4,1,8,4,3,8,5,7,8,0,0.0359,Low
33,Yes,Travel_Frequently,875,Research & Development,17,3,Technical Degree,1,Male,38,3,1,Research Scientist,4,Divorced,3378,14792,1,No,15,3,3,0,13,3,1,5,5,5,5,1,0.5796,Medium
48,No,Travel_Rarely,1287,Sales,29,3,Life Sciences,1,Female,70,3,3,Sales Executive,2,Married,6186,17628,0,Yes,12,4,4,0,22,4,4,4,4,4,4,0,0.517,Medium
23,No,Travel_Rarely,859,Sales,24,1,Life Sciences,3,Female,64,3,2,Sales Representative,3,Single,4648,3659,1,No,14,3,4,1,8,4,2,8,8,7,8,0,0.0496,Low
28,No,Travel_Rarely,228,Sales,3,2,Other,3,Male,38,1,4,Manager,3,Single,13425,5049,1,No,11,3,4,0,30,4,3,19,16,4,17,0,0.1162,Low
46,No,Travel_Rarely,1249,Research & Development,23,2,Medical,3,Male,81,3,2,Research Scientist,3,Single,4894,26088,0,No,13,3,3,1,25,2,2,9,9,6,9,0,0.0325,Low
35,No,Travel_Rarely,1035,Research & Development,16,4,Medical,3,Male,59,2,2,Laboratory Technician,2,Single,4741,18665,2,No,11,3,4,1,14,3,4,7,1,4,7,0,0.0609,Low
40,No,Travel_Frequently,797,Sales,15,3,Technical Degree,4,Male,91,3,2,Sales Executive,4,Married,4315,2367,0,Yes,19,4,3,1,16,1,2,4,4,4,2,0,0.4391,Medium
24,No,Travel_Rarely,1238,Sales,29,3,Other,4,Female,66,4,3,Sales Executive,3,Married,7282,15708,6,No,17,3,4,1,3,3,3,1,1,1,1,0,0.0566,Low
29,No,Travel_Rarely,1132,Research & Development,14,3,Life Sciences,1,Female,77,2,2,Healthcare Representative,3,Single,4660,26638,3,No,19,3,4,1,8,3,4,1,1,1,1,0,0.1587,Low
54,No,Travel_Rarely,1483,Sales,26,2,Life Sciences,3,Female,53,3,4,Manager,2,Married,10552,11477,0,No,24,3,3,1,15,1,3,0,0,0,0,0,0.1269,Low
43,No,Non-Travel,1349,Sales,7,2,Medical,3,Female,60,2,3,Sales Executive,1,Divorced,6838,11498,0,No,17,3,3,2,19,4,2,2,2,2,2,0,0.1254,Low
21,No,Travel_Rarely,899,Research & Development,17,4,Technical Degree,4,Female,67,4,1,Laboratory Technician,4,Married,2795,2229,3,No,25,4,1,2,17,3,3,3,3,3,3,0,0.2277,Low
20,No,Travel_Rarely,659,Research & Development,15,3,Life Sciences,1,Female,55,3,1,Research Scientist,4,Single,3292,2803,0,No,20,3,4,1,14,5,3,4,4,4,4,0,0.1879,Low
18,No,Travel_Rarely,1251,Research & Development,14,4,Life Sciences,4,Female,74,2,3,Research Scientist,4,Married,7034,2623,0,No,20,3,3,3,24,2,4,10,10,10,3,0,0.0804,Low
24,No,Non-Travel,1466,Research & Development,15,3,Marketing,4,Male,34,3,3,Healthcare Representative,4,Single,6130,14646,1,No,24,3,3,1,24,3,3,5,2,1,5,0,0.05,Low
31,No,Travel_Rarely,507,Research & Development,12,2,Medical,2,Female,50,3,2,Manufacturing Director,1,Single,5271,11724,4,No,25,3,4,1,20,3,4,1,1,1,1,0,0.1573,Low
39,No,Travel_Rarely,659,Sales,8,3,Life Sciences,3,Male,55,2,2,Sales Executive,2,Single,4328,18394,3,No,11,4,4,0,15,2,2,1,0,1,1,0,0.2948,Low
32,Yes,Travel_Rarely,1142,Research & Development,14,3,Life Sciences,4,Male,98,3,1,Laboratory Technician,3,Single,2353,19742,1,Yes,17,3,4,0,13,1,3,7,0,7,7,1,0.435,Medium
34,No,Travel_Rarely,419,Research & Development,3,3,Medical,4,Male,32,3,5,Manager,4,Married,18524,23467,1,No,21,3,2,1,10,5,4,0,0,0,0,0,0.0964,Low
26,No,Travel_Rarely,1384,Sales,16,4,Life Sciences,2,Female,78,3,3,Sales Executive,2,Single,8174,14008,6,No,22,3,4,0,16,5,3,9,9,2,9,0,0.0896,Low
27,No,Travel_Rarely,1161,Research & Development,17,3,Marketing,3,Female,96,3,3,Research Scientist,4,Divorced,6648,11664,3,No,17,3,4,1,19,2,3,3,3,3,3,0,0.0519,Low
39,Yes,Travel_Rarely,780,Research & Development,28,4,Medical,1,Male,56,3,1,Research Scientist,1,Single,3373,25370,0,No,13,4,3,0,40,3,3,40,16,5,11,1,0.5832,Medium
21,Yes,Travel_Frequently,839,Research & Development,14,4,Life Sciences,3,Male,93,3,3,Manufacturing Director,2,Single,7395,16320,4,No,23,3,3,0,12,3,3,6,6,6,6,1,0.4535,Medium
48,No,Travel_Rarely,1083,Research & Development,28,3,Life Sciences,2,Male,36,4,5,Manager,1,Married,16004,9757,2,No,16,3,3,0,28,4,3,13,1,4,13,0,0.0535,Low
40,No,Travel_Rarely,407,Sales,13,3,Life Sciences,4,Male,32,3,3,Sales Executive,4,Single,9031,24683,0,No,19,3,4,3,11,2,4,10,8,10,10,0,0.0224,Low
22,No,Travel_Rarely,724,Research & Development,25,5,Medical,1,Male,89,4,3,Manufacturing Director,4,Divorced,6841,21683,0,No,17,3,4,1,19,4,4,3,3,3,2,0,0.0601,Low
37,No,Travel_Frequently,545,Research & Development,16,3,Life Sciences,4,Female,45,2,1,Laboratory Technician,4,Single,2597,18507,4,No,21,3,4,1,9,5,4,8,8,8,3,0,0.2822,Low
20,No,Travel_Rarely,1323,Research & Development,17,3,Life Sciences,4,Male,57,2,1,Laboratory Technician,4,Married,2403,26213,0,No,13,3,4,2,33,1,4,18,4,8,3,0,0.118,Low
43,No,Travel_Rarely,1403,Research & Development,19,3,Life Sciences,3,Female,57,2,5,Manager,3,Divorced,19999,25263,2,Yes,11,4,3,2,12,3,4,2,2,2,1,0,0.3207,Medium
18,No,Travel_Rarely,810,Human Resources,21,2,Medical,2,Male,94,2,5,Manager,4,Divorced,16752,23506,2,Yes,21,3,3,0,4,3,4,2,2,1,2,0,0.3746,Medium
46,Yes,Travel_Rarely,781,Sales,23,2,Life Sciences,2,Male,68,4,2,Sales Representative,1,Single,4623,23756,2,No,14,3,4,1,17,2,3,1,1,1,1,1,0.5946,Medium
43,Yes,Travel_Rarely,1435,Research & Development,18,3,Life Sciences,3,Male,89,3,1,Laboratory Technician,4,Single,2988,9494,0,No,22,3,4,0,26,0,1,15,15,12,15,1,0.551,Medium
37,Yes,Travel_Frequently,867,Research & Development,26,3,Technical Degree,2,Male,41,3,1,Laboratory Technician,4,Single,2740,9355,8,No,13,3,4,3,4,6,3,1,1,1,1,1,0.7606,High
37,No,Travel_Rarely,563,Sales,29,3,Life Sciences,4,Female,51,3,3,Sales Executive,3,Married,9558,3248,0,No,14,3,3,2,11,4,2,3,3,3,2,0,0.0628,Low
40,No,Travel_Rarely,578,Research & Development,12,4,Life Sciences,4,Female,36,2,2,Healthcare Representative,3,Married,4483,16169,1,No,12,3,4,1,21,2,4,4,4,4,4,0,0.0376,Low
36,No,Travel_Rarely,1168,Research & Development,14,4,Technical Degree,3,Male,77,4,2,Healthcare Representative,3,Married,4407,9414,2,No,21,3,3,0,8,3,3,4,4,4,4,0,0.0141,Low
41,No,Travel_Rarely,1241,Research & Development,16,4,Life Sciences,4,Female,55,3,5,Manager,2,Single,16478,5653,1,No,18,4,1,2,24,4,4,15,15,14,1,0,0.0938,Low
37,No,Travel_Rarely,1066,Sales,1,3,Medical,1,Male,49,3,2,Sales Executive,2,Married,5781,18776,0,No,13,3,2,0,15,2,3,2,2,2,2,0,0.2486,Low
37,No,Non-Travel,285,Research & Development,6,3,Life Sciences,3,Male,80,4,3,Manufacturing Director,3,Divorced,6263,3568,2,Yes,23,3,4,0,20,2,3,12,12,11,12,0,0.2602,Low
33,No,Travel_Rarely,119,Research & Development,5,4,Life Sciences,1,Male,33,4,2,Healthcare Representative,4,Divorced,5971,23792,3,No,16,4,3,1,5,3,3,5,4,1,5,0,0.0712,Low
46,No,Travel_Frequently,1092,Sales,17,3,Technical Degree,2,Female,48,3,3,Sales Executive,3,Single,7497,2821,0,No,11,3,4,2,28,1,3,14,14,11,5,0,0.0636,Low
19,No,Travel_Rarely,503,Research & Development,20,3,Medical,3,Male,59,3,3,Manufacturing Director,1,Single,6621,2708,1,No,11,4,3,0,13,3,4,3,1,3,3,0,0.0872,Low
36,Yes,Travel_Rarely,1262,Research & Development,11,2,Medical,1,Male,94,1,2,Healthcare Representative,3,Single,4323,26794,1,Yes,19,4,4,1,18,3,3,2,2,2,2,1,0.7113,High
45,No,Travel_Frequently,1183,Research & Development,11,3,Other,3,Male,42,3,2,Research Scientist,3,Single,4512,24208,5,Yes,16,3,4,1,20,2,3,2,2,2,2,0,0.5358,Medium
31,Yes,Travel_Rarely,1061,Research & Development,14,3,Marketing,1,Male,74,4,2,Laboratory Technician,3,Single,4377,14896,1,Yes,15,4,4,0,12,3,2,1,1,1,1,1,0.7251,High
26,No,Travel_Rarely,118,Sales,27,3,Life Sciences,2,Male,86,3,4,Manager,4,Married,11611,25535,0,No,15,3,4,0,1,5,4,0,0,0,0,0,0.1193,Low
21,No,Travel_Rarely,783,Research & Development,8,3,Life Sciences,4,Female,33,4,2,Manufacturing Director,2,Married,4407,19914,5,No,12,4,2,2,12,2,3,2,2,2,2,0,0.1318,Low
18,No,Travel_Frequently,1302,Research & Development,29,4,Medical,2,Male,75,4,2,Manufacturing Director,3,Married,4826,10689,2,No,21,3,4,1,6,2,4,6,5,0,6,0,0.0549,Low
33,No,Travel_Rarely,1408,Sales,5,2,Medical,3,Male,87,4,5,Manager,4,Single,19190,21051,0,No,16,3,3,0,12,3,2,6,6,6,4,0,0.0261,Low
18,No,Travel_Rarely,1226,Sales,18,3,Technical Degree,3,Female,59,3,2,Sales Representative,3,Single,3684,11166,0,No,24,4,1,0,14,3,4,1,1,1,1,0,0.1871,Low
25,No,Travel_Rarely,801,Research & Development,17,2,Technical Degree,3,Male,56,3,5,Research Director,4,Single,18911,14554,0,No,25,3,4,1,16,3,1,4,4,4,4,0,0.0884,Low
28,No,Travel_Rarely,550,Research & Development,5,3,Medical,4,Female,38,3,2,Laboratory Technician,3,Single,3873,18289,8,No,12,3,3,1,34,5,3,16,15,10,16,0,0.0922,Low
37,No,Non-Travel,1043,Sales,13,3,Life Sciences,3,Female,95,3,2,Sales Executive,3,Married,4866,18427,3,No,25,3,1,0,1,3,3,1,1,1,1,0,0.137,Low
37,Yes,Travel_Frequently,1367,Research & Development,12,3,Other,4,Male,95,1,5,Manager,4,Single,16278,10998,1,Yes,25,3,3,0,9,3,3,1,1,1,1,1,0.7562,High
42,No,Travel_Rarely,1262,Research & Development,11,3,Life Sciences,2,Male,86,2,3,Manufacturing Director,3,Married,9134,15415,2,No,25,3,3,0,4,2,3,1,1,1,1,0,0.0741,Low
34,No,Travel_Frequently,1253,Sales,18,2,Technical Degree,3,Male,48,3,3,Sales Executive,2,Single,6966,15651,0,No,14,4,3,1,30,4,4,12,12,6,12,0,0.054,Low
20,No,Travel_Frequently,481,Research & Development,29,4,Medical,3,Male,71,4,2,Laboratory Technician,3,Married,3901,8376,2,No,16,3,3,2,15,1,4,4,4,4,4,0,0.0351,Low
29,Yes,Travel_Rarely,115,Sales,1,4,Life Sciences,3,Female,95,3,2,Sales Executive,4,Divorced,5739,12272,3,Yes,17,4,3,1,7,4,4,2,2,2,2,1,0.6654,High
43,No,Non-Travel,967,Sales,13,2,Marketing,3,Female,99,3,2,Sales Executive,4,Married,5197,24997,0,No,19,4,3,0,16,3,4,12,0,0,12,0,0.0592,Low
28,No,Travel_Rarely,951,Research & Development,9,3,Medical,3,Female,39,3,2,Laboratory Technician,4,Single,4544,5856,3,No,24,3,2,1,11,4,3,7,7,7,3,0,0.0234,Low
38,No,Travel_Frequently,1196,Sales,2,2,Technical Degree,3,Female,35,2,2,Sales Executive,4,Married,5312,6754,0,No,25,3,4,0,22,2,3,22,9,2,17,0,0.0585,Low
33,No,Travel_Frequently,1490,Research & Development,22,5,Medical,4,Female,77,2,5,Manager,3,Single,19874,23540,1,No,19,3,2,2,9,5,3,3,3,3,3,0,0.0472,Low
38,No,Travel_Rarely,375,Sales,4,4,Other,4,Female,82,3,3,Sales Executive,3,Single,6562,25570,2,No,12,3,4,0,22,3,2,3,3,3,3,0,0.0609,Low
40,Yes,Travel_Rarely,707,Research & Development,6,4,Medical,1,Male,93,4,1,Laboratory Technician,3,Married,2808,3795,0,No,11,3,2,2,19,4,4,0,0,0,0,1,0.7174,High
27,No,Travel_Frequently,1032,Research & Development,22,4,Other,2,Male,76,3,2,Research Scientist,3,Single,4328,15943,2,No,19,4,2,1,16,3,4,1,1,1,1,0,0.0857,Low
28,No,Travel_Rarely,186,Research & Development,18,3,Life Sciences,4,Male,73,3,2,Research Scientist,2,Single,5261,11211,3,No,23,3,4,0,16,1,4,0,0,0,0,0,0.2585,Low
34,No,Travel_Rarely,1213,Sales,3,5,Other,2,Female,70,3,3,Sales Executive,4,Single,9387,2742,3,No,12,3,3,1,14,4,4,2,2,2,2,0,0.0635,Low
30,No,Travel_Rarely,568,Sales,9,3,Medical,3,Male,80,3,3,Sales Executive,4,Single,9019,14612,2,Yes,14,3,4,0,24,0,4,5,1,5,5,0,0.3443,Medium
53,No,Travel_Frequently,175,Research & Development,15,3,Marketing,2,Male,49,4,5,Research Director,2,Divorced,15705,23348,1,No,23,3,2,0,11,2,4,1,1,1,1,0,0.3126,Medium
33,No,Travel_Frequently,727,Research & Development,26,2,Medical,3,Female,81,2,2,Healthcare Representative,3,Married,5928,16764,3,Yes,24,3,4,0,8,0,3,3,3,3,3,0,0.3504,Medium
32,No,Non-Travel,738,Sales,14,4,Life Sciences,3,Female,89,4,1,Sales Representative,3,Married,2468,20264,3,Yes,15,4,4,2,4,3,2,4,3,4,4,0,0.3846,Medium
38,No,Travel_Rarely,1411,Sales,23,4,Life Sciences,3,Female,50,3,3,Sales Executive,4,Married,6113,26975,0,No,15,3,4,0,19,1,2,1,1,1,1,0,0.1427,Low
33,No,Travel_Frequently,1364,Research & Development,22,4,Life Sciences,3,Female,91,4,2,Laboratory Technician,4,Divorced,4934,15099,4,No,16,3,2,2,15,5,4,4,2,4,1,0,0.0478,Low
36,No,Travel_Rarely,1349,Sales,26,3,Medical,3,Male,97,2,2,Sales Executive,2,Married,3797,15319,3,No,16,3,3,0,7,2,4,7,3,4,7,0,0.1097,Low
36,No,Travel_Rarely,191,Research & Development,12,3,Life Sciences,4,Male,76,4,1,Healthcare Representative,4,Married,3357,23568,3,No,20,3,4,1,29,3,2,11,11,3,11,0,0.1766,Low
43,No,Non-Travel,804,Research & Development,23,3,Life Sciences,3,Male,43,3,2,Healthcare Representative,3,Married,5816,13340,3,No,16,3,4,0,12,2,4,1,1,1,1,0,0.1562,Low
51,No,Travel_Rarely,107,Research & Development,6,2,Technical Degree,4,Male,78,3,3,Research Scientist,4,Divorced,6067,19851,0,No,18,3,1,3,26,1,4,10,10,1,5,0,0.0535,Low
43,No,Travel_Rarely,1422,Research & Development,16,3,Technical Degree,2,Female,83,3,2,Research Scientist,4,Single,4667,8431,1,No,11,3,3,2,22,5,1,8,8,0,2,0,0.1418,Low
58,No,Travel_Rarely,1400,Sales,11,4,Life Sciences,3,Female,93,3,2,Sales Executive,4,Divorced,5731,5222,1,Yes,23,3,3,0,28,3,1,17,11,7,12,0,0.275,Low
45,No,Travel_Rarely,316,Research & Development,17,3,Medical,3,Female,76,3,3,Manufacturing Director,4,Single,6141,14132,2,No,16,3,4,0,14,3,4,1,1,1,1,0,0.1102,Low
32,No,Travel_Frequently,839,Research & Development,5,1,Other,4,Male,83,1,2,Healthcare Representative,2,Divorced,4012,16032,1,No,17,4,4,0,5,2,2,2,1,2,2,0,0.197,Low
40,No,Travel_Frequently,780,Sales,10,4,Marketing,2,Female,63,2,3,Sales Executive,3,Divorced,8532,11046,1,No,25,4,4,3,8,4,4,2,2,2,2,0,0.0459,Low
49,No,Travel_Rarely,491,Human Resources,29,3,Medical,3,Male,46,4,2,Human Resources,1,Divorced,4200,16219,3,No,20,3,4,2,12,2,3,0,0,0,0,0,0.2833,Low
30,No,Travel_Rarely,1131,Sales,26,3,Life Sciences,4,Male,70,3,5,Manager,4,Divorced,19999,10965,2,No,18,3,4,0,3,3,3,0,0,0,0,0,0.0728,Low
37,No,Travel_Rarely,588,Sales,14,4,Life Sciences,2,Male,32,3,3,Sales Executive,3,Single,7981,6580,2,Yes,23,3,1,1,31,2,3,12,12,12,12,0,0.3435,Medium
41,No,Travel_Rarely,270,Research & Development,17,3,Life Sciences,3,Female,91,3,4,Research Director,2,Single,13947,11002,0,No,18,3,4,2,8,3,3,8,8,0,8,0,0.0888,Low
34,No,Travel_Rarely,1490,Research & Development,4,4,Life Sciences,4,Male,45,4,5,Manager,4,Single,17197,9899,2,Yes,23,3,3,2,23,2,4,18,9,8,13,0,0.2615,Low
29,No,Travel_Frequently,231,Research & Development,21,3,Medical,3,Male,83,3,1,Laboratory Technician,3,Married,2949,10479,4,No,18,3,3,0,11,3,4,2,2,2,1,0,0.5534,Medium
47,No,Travel_Rarely,1237,Sales,28,3,Life Sciences,3,Female,41,4,3,Sales Executive,1,Married,7129,14163,3,No,23,4,4,1,32,3,3,20,17,0,0,0,0.1581,Low
31,No,Travel_Rarely,525,Research & Development,21,3,Medical,2,Male,35,2,2,Manufacturing Director,1,Married,4767,13164,2,Yes,18,3,2,1,11,2,2,1,1,1,1,0,0.494,Medium
21,No,Non-Travel,826,Research & Development,22,3,Medical,1,Male,93,3,1,Laboratory Technician,3,Divorced,2673,17291,0,No,19,3,2,0,12,3,2,11,11,11,11,0,0.2561,Low
55,No,Travel_Frequently,883,Research & Development,15,2,Medical,1,Female,91,4,5,Research Director,4,Divorced,19036,2568,5,No,16,3,2,0,10,5,3,10,10,1,3,0,0.1089,Low
39,No,Non-Travel,529,Research & Development,7,3,Life Sciences,2,Female,43,3,2,Research Scientist,3,Divorced,5574,20713,2,No,15,3,2,0,15,5,2,4,4,4,3,0,0.0885,Low
22,No,Travel_Rarely,1209,Research & Development,13,3,Medical,4,Female,57,3,2,Research Scientist,3,Married,5828,14587,3,No,12,4,3,3,32,3,2,21,10,5,13,0,0.0394,Low
41,Yes,Travel_Rarely,593,Research & Development,29,3,Life Sciences,3,Male,52,3,1,Laboratory Technician,4,Single,2726,24861,2,Yes,16,4,4,1,11,4,4,4,4,4,4,1,0.6879,High
41,No,Travel_Rarely,414,Research & Development,7,3,Medical,3,Male,72,3,3,Research Scientist,1,Married,6274,6717,1,Yes,15,3,3,1,10,3,3,9,1,1,7,0,0.3152,Medium
33,No,Travel_Rarely,418,Research & Development,29,2,Medical,2,Male,53,4,1,Laboratory Technician,4,Married,3295,16992,1,No,12,3,3,0,11,4,4,10,5,6,10,0,0.229,Low
38,No,Travel_Rarely,1383,Research & Development,22,3,Life Sciences,4,Male,34,3,2,Research Scientist,2,Married,5553,14187,4,No,15,3,3,0,16,4,4,2,2,2,2,0,0.1843,Low
39,No,Travel_Rarely,850,Human Resources,4,3,Human Resources,2,Male,67,3,5,Manager,2,Divorced,19999,19654,1,Yes,13,3,3,1,13,4,3,4,4,4,4,0,0.3654,Medium
34,No,Travel_Rarely,107,Research & Development,29,2,Technical Degree,2,Female,63,3,1,Research Scientist,3,Married,3401,26538,2,No,16,3,4,0,40,5,4,28,15,15,4,0,0.1964,Low
42,No,Travel_Rarely,107,Research & Development,9,3,Life Sciences,3,Male,75,4,2,Healthcare Representative,4,Single,5158,9947,4,No,23,3,1,2,20,3,3,1,1,1,1,0,0.1129,Low
46,No,Travel_Rarely,574,Research & Development,23,3,Marketing,3,Female,70,3,2,Research Scientist,2,Divorced,4045,4980,0,Yes,21,3,2,1,20,2,3,3,3,3,0,0,0.4333,Medium
22,Yes,Travel_Rarely,960,Research & Development,28,4,Life Sciences,3,Male,66,4,2,Research Scientist,4,Divorced,5474,13508,5,Yes,19,3,4,0,20,2,3,2,2,2,2,1,0.7513,High
42,No,Travel_Rarely,223,Research & Development,1,3,Human Resources,2,Female,51,4,2,Research Scientist,3,Divorced,4184,20800,0,Yes,23,3,3,0,12,2,2,0,0,0,0,0,0.4686,Medium
30,Yes,Travel_Rarely,1416,Research & Development,28,3,Medical,4,Male,70,2,2,Manufacturing Director,2,Divorced,5688,2588,1,Yes,12,3,4,0,6,1,2,2,2,2,2,1,0.5233,Medium
40,No,Travel_Frequently,858,Sales,26,3,Life Sciences,3,Male,90,4,4,Manager,3,Single,11366,20862,1,No,17,3,4,1,11,3,2,9,9,7,0,0,0.0751,Low
38,No,Travel_Frequently,1150,Research & Development,22,4,Life Sciences,4,Female,35,3,2,Research Scientist,3,Married,3806,17257,3,No,11,3,3,1,15,2,4,4,4,4,4,0,0.0562,Low
42,Yes,Travel_Frequently,442,Research & Development,14,4,Medical,4,Female,35,4,1,Research Scientist,4,Single,1417,19818,1,Yes,20,3,3,1,17,2,4,16,2,7,6,1,0.7292,High
24,No,Travel_Frequently,1079,Sales,9,5,Medical,2,Male,77,4,2,Sales Executive,3,Married,4722,13798,4,No,12,3,4,1,4,2,2,0,0,0,0,0,0.0625,Low
40,No,Travel_Rarely,925,Research & Development,6,3,Technical Degree,3,Female,59,3,5,Manager,4,Married,19999,26680,0,Yes,19,3,3,1,13,2,4,5,5,5,5,0,0.1448,Low
23,No,Travel_Frequently,1416,Sales,21,2,Medical,2,Male,31,2,4,Sales Executive,2,Married,10534,8062,0,Yes,25,3,3,0,13,2,2,8,8,8,1,0,0.2668,Low
37,No,Travel_Rarely,580,Sales,5,5,Medical,3,Female,82,3,1,Sales Representative,4,Single,3095,23642,3,No,25,4,2,1,23,1,4,9,6,5,9,0,0.0879,Low
25,No,Travel_Rarely,1004,Research & Development,26,3,Technical Degree,4,Male,55,3,2,Research Scientist,3,Single,4283,25565,8,No,15,3,2,0,9,0,2,2,2,2,1,0,0.1368,Low
40,No,Non-Travel,1364,Sales,19,3,Marketing,2,Female,85,4,3,Sales Executive,4,Divorced,6750,17133,1,Yes,14,3,4,3,16,3,4,2,2,2,1,0,0.6166,High
40,No,Travel_Rarely,170,Research & Development,24,1,Medical,3,Male,66,4,3,Manufacturing Director,3,Single,8263,13572,0,No,23,3,4,0,18,1,4,9,3,9,9,0,0.0544,Low
35,No,Travel_Frequently,1390,Research & Development,1,3,Life Sciences,3,Female,32,3,3,Manufacturing Director,3,Married,7857,4983,1,No,11,3,4,0,16,0,2,4,4,4,4,0,0.0999,Low
